part_number,brand,family,known_chip_type,current_shown_type,confidence,fbga_code,dead_by_generation,source_url
MT53E1BAD4DB-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FSF,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1BBD2NP-DC Z42M,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FVG,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e1bbd2np-dc-z42m
MT53E1BBD4NQ-DC Z42N,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FTL,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e1bbd4nq-dc-z42n
MT53E1BBDDNQ-DC DD18K,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FVF,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e1bbddnq-dc-dd18k
MT53E1BHD2NP-DC Z42M,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8GJC,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1BHDDNQ-DC DD18K,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8GJB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1D1AKS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FFP,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1D1APC-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DWC,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1D1AZW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DSW,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1D1BFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CJH,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e1d1bfw-dc
MT53E1D1BPC-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DWD,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1D1BZW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CSJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1DAFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BQV,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1DANP-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BTQ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1DAWW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BPP,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1DBDS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9WXM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E1DCZW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FPG,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1ACY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFF,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1AFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZHL,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1AHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CMJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1ARR-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BSH,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1BCY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFC,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1BFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFH,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1CCY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1CFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FBK,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1DFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CJJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1DKS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DZX,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1DPC-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FBC,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1DZW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8FBB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1ENZ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CZJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2D1FW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BKM,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e2d1fw-dc
MT53E2DADS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9WWJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DAFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BML,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DANW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BVF,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DBDS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XGD,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DCDS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9WXL,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DCFW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DKZ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DCNP-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XRS,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DCZW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DWB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DDDS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9WXJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E2DDNP-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BVQ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1ABA-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFD,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1ADE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZHQ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1AEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFL,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1AHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFK,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1ARQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZJW,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1ASP-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BNS,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1BDE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1BEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFQ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1BHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFP,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1BSP-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BQT,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1BSQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1CDE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZFN,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e4d1cde-dc
MT53E4D1CEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZPS,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1CHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZPT,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e4d1chj-dc
MT53E4D1DDE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CJP,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1DHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CMG,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4D1ENZ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CZD,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DADE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BMM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DADT-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9WXK,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DAHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BMN,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e4dahj-dc
MT53E4DANQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZBG,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DANW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XQL,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DANZ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XFX,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DBDT-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XKS,NAO,https://www.micron.com/products/obsolete/obsolete-lpddr4/part-catalog/part-detail/mt53e4dbdt-dc
MT53E4DBNQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZJK,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DCDE-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DLB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DCDT-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XKR,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DCHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DNL,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DCNQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BMB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E4DDNQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BQZ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E6D1AEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CRM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E6DACY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DRN,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1AEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZSZ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1ASQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZKB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1ASY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CVH,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1ATN-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BMV,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1BEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BNW,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1BTN-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CMH,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1CEG-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BQQ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1CY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8CBS,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8D1DGS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DHV,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8DACY-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZBJ,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8DAHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BMP,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8DANW-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9ZHB,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8DCGS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DHT,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53E8DCHJ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8DNM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53ED1ADS-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z9XGN,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MT53EDDANQ-DC,Micron,MT53E,LPDDR4,LPDDR4X,confirmed,Z8BZM,NAO,https://www.micron.com/sales-support/design-tools/fbga-parts-decoder
MTFC128GASAONS-AAT,Micron,MTFC,UFS,eMMC,confirmed,JWD32,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gasaons-aat
MTFC128GASAONS-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD31,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GASAONS/-
MTFC128GASAONS-AIT,Micron,MTFC,UFS,eMMC,confirmed,JWD25,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gasaons-ait
MTFC128GASAONS-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD10,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GASAONS/-
MTFC128GASAONS-IT,Micron,MTFC,UFS,eMMC,confirmed,JWD89,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gasaons-it
MTFC128GAZAOTD-AAT,Micron,MTFC,UFS,eMMC,confirmed,HSA32,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gazaotd-aat
MTFC128GAZAOTD-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,HSA27,NAO,https://www.micron.com/products/obsolete/obsolete-universal-flash-storage/part-catalog/part-detail/mtfc128gazaotd-aat-es
MTFC128GAZAOTD-AIT,Micron,MTFC,UFS,eMMC,confirmed,HSA38,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GAZAOTD/-
MTFC128GAZAOTD-IT,Micron,MTFC,UFS,eMMC,confirmed,HSA37,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GAZAOTD/-
MTFC128GBCAVTC-AAT,Micron,MTFC,UFS,eMMC,confirmed,SH023,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gbcavtc-aat
MTFC128GBCAVTC-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,HS201,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GBCAVTC/-
MTFC128GBCAVTC-AIT,Micron,MTFC,UFS,eMMC,confirmed,AM022,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc128gbcavtc-ait
MTFC128GBCAVTC-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,BS023,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC128GBCAVTC/-
MTFC256GASAONS-AAT,Micron,MTFC,UFS,eMMC,confirmed,JWD34,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gasaons-aat
MTFC256GASAONS-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD33,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GASAONS/-
MTFC256GASAONS-AIT,Micron,MTFC,UFS,eMMC,confirmed,JWD26,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gasaons-ait
MTFC256GASAONS-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD11,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GASAONS/-
MTFC256GASAONS-IT,Micron,MTFC,UFS,eMMC,confirmed,HSA71,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gasaons-it
MTFC256GAVATTC-AAT,Micron,MTFC,UFS,eMMC,confirmed,HSA06,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gavattc-aat
MTFC256GAVATTC-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,HSA05,NAO,https://www.micron.com/products/obsolete/obsolete-universal-flash-storage/part-catalog/part-detail/mtfc256gavattc-aat-es
MTFC256GAVATTC-AIT,Micron,MTFC,UFS,eMMC,confirmed,HSA16,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gavattc-ait
MTFC256GAVATTC-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,HSA15,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GAVATTC/-
MTFC256GAVATTC-IT,Micron,MTFC,UFS,eMMC,confirmed,HSA04,NAO,https://www.micron.com/products/obsolete/obsolete-universal-flash-storage/part-catalog/part-detail/mtfc256gavattc-it
MTFC256GAXATEA-WT,Micron,MTFC,UFS,eMMC,confirmed,JZ348,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gaxatea-wt
MTFC256GAXATEA-WT ES,Micron,MTFC,UFS,eMMC,confirmed,JZ349,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GAXATEA/-
MTFC256GAXATEAAA-WT,Micron,MTFC,UFS,eMMC,confirmed,JZ458,NAO,https://www.micron.com/products/obsolete/obsolete-universal-flash-storage/part-catalog/part-detail/mtfc256gaxateaaa-wt
MTFC256GAXATEAAA-WT ES,Micron,MTFC,UFS,eMMC,confirmed,JZ455,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GAXATEA/-
MTFC256GBCAVTC-AAT,Micron,MTFC,UFS,eMMC,confirmed,SH021,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gbcavtc-aat
MTFC256GBCAVTC-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,HS202,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GBCAVTC/-
MTFC256GBCAVTC-AIT,Micron,MTFC,UFS,eMMC,confirmed,AM021,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc256gbcavtc-ait
MTFC256GBCAVTC-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,SB023,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC256GBCAVTC/-
MTFC64GAOAMEA-F1WT,Micron,MTFC,UFS,eMMC,confirmed,JZ196,NAO,https://www.micron.com/products/obsolete/obsolete-universal-flash-storage/part-catalog/part-detail/mtfc64gaoamea-f1wt
MTFC64GAOAMEA-WT,Micron,MTFC,UFS,eMMC,confirmed,JZ075,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GAOAMEA/-
MTFC64GAOAMEA-WT ES,Micron,MTFC,UFS,eMMC,confirmed,JZ060,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GAOAMEA/-
MTFC64GASAONS-AAT,Micron,MTFC,UFS,eMMC,confirmed,JWD30,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc64gasaons-aat
MTFC64GASAONS-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD29,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GASAONS/-
MTFC64GASAONS-AIT,Micron,MTFC,UFS,eMMC,confirmed,JWD24,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc64gasaons-ait
MTFC64GASAONS-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,JWD09,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GASAONS/-
MTFC64GASAONS-IT,Micron,MTFC,UFS,eMMC,confirmed,JWD87,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc64gasaons-it
MTFC64GBCAVAL-AAT,Micron,MTFC,UFS,eMMC,confirmed,AMJ01,NAO,https://www.micron.com/products/storage/managed-nand/universal-flash-storage/part-catalog/part-detail/mtfc64gbcaval-aat
MTFC64GBCAVAL-AAT ES,Micron,MTFC,UFS,eMMC,confirmed,HD001,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GBCAVAL/-
MTFC64GBCAVAL-AIT,Micron,MTFC,UFS,eMMC,confirmed,AMJ02,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GBCAVAL/-
MTFC64GBCAVAL-AIT ES,Micron,MTFC,UFS,eMMC,confirmed,JAM01,NAO,https://www.micron.com/content/micron/us/en/sales-support/design-tools/fbga-parts-decoder/_jcr_content.products.json/getpartbyfbgacode/-/-/-/en_US/-/MTFC64GBCAVAL/-
H9HCNNN8KUMLHR-NME,SK Hynix,H9HCN,LPDDR4,LPDDR4X,confirmed,,NAO,
H9HCNNNBKUMLHR-NME,SK Hynix,H9HCN,LPDDR4,LPDDR4X,confirmed,,NAO,
H9HCNNNBPUMLHR-NME,SK Hynix,H9HCN,LPDDR4,LPDDR4X,confirmed,,NAO,
H9HCNNNCPUMLHR-NME,SK Hynix,H9HCN,LPDDR4,LPDDR4X,confirmed,,NAO,
K4B1G0446GBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0446G-BY
K4B1G0446GBYF8,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0446G-BYF8
K4B1G0446GBYH9,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0446G-BYH9
K4B1G0446GBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0446G-BYK0
K4B1G0846GBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0846G-BY
K4B1G0846GBYH9,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0846G-BYH9
K4B1G0846GBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G0846G-BYK0
K4B1G0846IBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B1G0846IBYMA,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B1G0846IBYNB,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,
K4B1G1646GBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G1646G-BY
K4B1G1646GBYH9,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G1646G-BYH9
K4B1G1646GBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B1G1646G-BYK0
K4B2G0446QBY,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G0446Q-BY
K4B2G0446QBYK0,Samsung,K4B,DDR3L,DDR3,confirmed,,NAO,psg_2h2014:K4B2G0446Q-BYK0
